user_name,rating,date,review
Grayson Miller,5,2025-10-02 07:15:02,If you are looking for a challenging game with more than 100 cards you have come to the right place. Now one thing I would like to say is that when I call this game challenging were talking I won't leave this game until I get to the next arena type challenging but in a fun way to. Each and every card is different from the last but some cards pair good with each other like when you get hog rider you can put the hog behind the mini Pekka to help him get to the tower faster. This an amazing game
Alec Romero,1,2025-09-09 09:52:53,This game is pay to win don't get it. It will put you against players with higher level cards. The tournaments are rigged for pay to play players. I've played since it first came out and it's honestly sad how bad the games gotten since the beginning. Plus you only play against people that base their deck off of tower cards. Like what's the point of playing a game if you're only going to go against a YouTube deck or someone hiding behind their tower cards. VERY DISAPPOINTED!!!
A Google user,1,2025-08-17 13:26:48,"Without 2v2,this game is really bad. the game has an algorithm that will try and keep you close to even on your wins/loses just to try and keep you coming back. So 1v1 modes are more competitive and not as relaxed and fun. It can get you so mad that you want to break your phone, so until 2v2 becomes an option again I give this game a 1 star"
Sushant kumar,1,2025-08-30 01:40:04,"since i returned after taking a break from the game, I can't get the evolutions that the opponents have. well i can deal with opponents that have higher lvl cards and evolution. But to add to the problem, we now have tower troop. Which i have no way of getting unless I'm incredibly lucky. Funny how a fair game became a pay to win game in such a short time. I'll stop playing again but permanently this time."
Micah Hong,1,2025-09-27 16:10:51,"Im sorry, if I recalled a game is supposed to let you have fun right? Yet, Ive play this game for 2 years and the P2W situation has never changed. Overleveled units, as a free to play I expect this to be fixed. Yall have earned enough money. If not, this game is beyond save and I will NEVER think of coming back to this game."
Abdul Rafay Yasir,1,2025-09-02 19:27:10,"Amazing game, played for 2 years, but now it just stopped working, it loads to 75%,then it gets stuck on updating, doesn't matter how long I wait, it doesn't work, I deleted and reinstalled, nothing, gave it permission from settings, as I saw in a yt tutorial, still nothing"
Marckuz Abacan,5,2025-08-22 04:29:43,"Clash Royale is a really fun and strategic game that keeps me hooked every time I play. It’s not just about dropping cards randomly – you have to think carefully about timing, placement, and how to counter your opponent’s moves. I like how every battle feels different, and there are so many decks and strategies you can try. The game is fast-paced, exciting, and rewarding, which makes it one of the best mobile games I’ve played."
Clark Jayden Perfiñan,1,2025-09-10 21:52:10,"I have a bad Personal Experience in this game, first and mostly common problem on this game is how much Pay to Win it is. I'm at 8,500 in Trophy Road whilst being level 13, and yet I always matched up with Level 14-15 with level 15 Cards, they just spammed everything at the bridge and it's game over. Second, Clan wars, the most unfair match up in Clash Royale, my Level 12 Accounts always match up with Level 14 with mostly Level 15 cards. Fix the match making, Supercell."
Jessie White,1,2025-08-14 21:23:31,"fun game when you first start out, co worker told me about it. though the farther you get the more it seems like you need to spend money to make more progress. ive been stuck at rank 10 my co worker said you get legends at rank 11 which seems odd to me. it also seems the matchmaking is a little unfair, I win 1 game and think I may make it to rank 11 to get legends, they do look cool and seem OP but then I lose 3 or 4 games in a row and am debating uninstalling the game."
Ravi Teja,1,2025-09-26 23:27:21,"While playing, merge tactics, and when I am in a winning position the cards stop comming, you will have enough excilier but still you will not able to get cards. and slowly you will loose the game. This is the experience I have faced, and I even took the screenshots of that, but unfortunately I cannot attach them here."
Miika Myllynen,1,2025-09-10 16:33:00,"I can't with this game anymore... I started playing so far back and I loved this game! But nowadays it's nothing but pay-to-win and micro transactions, it's horrible. Supercell used to make fun and enjoyable games, now it's just miss after miss and the games that do somehow stay afloat, became riddled with micro transactions... Do better or just stop entirely, this is just bad."
